gspc_open,gspc_close,xin9_open,xin9_close,pearson_coef,p-value
1,11,14,0,0.34181409424094655,2.5395098313306687e-12
1,11,15,0,0.294727935111246,2.132168445448735e-09
1,11,16,0,0.2516816833179325,1.5642104646295304e-06
1,11,17,0,0.2673629814589807,0.0017193429084502061
1,11,20,0,0.32691129932758584,0.00017592819491464492
1,11,21,0,0.21249395780538544,1.95984015321979e-05
1,11,22,0,0.10811337723836167,0.03126625084532343
1,11,23,0,0.14498426956785623,0.003791666448139354
1,12,1,0,0.3869150130888505,1.366702769927709e-15
1,12,2,0,0.39926466947371925,1.3801045619426026e-16
1,12,3,0,0.40989801463966163,1.7724737465763842e-17
1,12,4,0,0.42526871807591077,7.224294987169314e-19
1,12,5,0,0.39598422368005165,2.349247221559985e-16
1,12,6,0,0.3868010851650094,1.2851077765325817e-15
1,12,7,0,0.3903535530377318,6.701519280003155e-16
1,12,8,0,0.36987740572989775,2.5688829707785702e-14
1,12,9,0,0.3849592271037427,1.7955709158295274e-15
1,12,10,0,0.40855135752133975,2.1039810103723936e-17
1,12,11,0,0.4376439688447571,5.2617263064753633e-20
1,12,12,0,0.4390545695031936,3.8767010266973e-20
1,12,13,0,0.4002515177687459,1.0473215019548959e-16
1,12,14,0,0.36679004570355894,4.354710192698986e-14
1,12,15,0,0.3223462337257684,4.740207418698425e-11
1,12,16,0,0.28266498266054396,6.029728932137169e-08
1,12,17,0,0.30053054703528326,0.0003976876059397412
1,12,20,0,0.3341724466240777,0.00012319321141851983
1,12,21,0,0.22369258055510222,6.790854845718594e-06
1,12,22,0,0.12181034468973727,0.015163500408082103
1,12,23,0,0.15883400766285252,0.0014986524331320943
1,13,1,0,0.37686793417017433,8.229936650680903e-15
1,13,2,0,0.4063283900244699,3.5593050760783166e-17
1,13,3,0,0.4250404378925177,8.378203755675634e-19
1,13,4,0,0.44234447840226226,1.8907431514680884e-20
1,13,5,0,0.4268825295820673,5.16504174727978e-19
1,13,6,0,0.4194528429560512,2.3850645488559837e-18
1,13,7,0,0.42624513202687975,5.898235776791985e-19
1,13,8,0,0.4102040974527205,1.520206814457998e-17
1,13,9,0,0.4184432546412769,2.927674177821301e-18
1,13,10,0,0.4209885847667386,1.7438389824193374e-18
1,13,11,0,0.4376032649205928,5.308199549861322e-20
1,13,12,0,0.4351084968395547,9.078943613665193e-20
1,13,13,0,0.4412877494527646,2.3832153426410608e-20
1,13,14,0,0.41103468528774384,1.2902587186974338e-17
1,13,15,0,0.35805296477471615,1.8811119145125786e-13
1,13,16,0,0.30140423062871974,6.866680996071629e-09
1,13,17,0,0.31057685529781287,0.00024626934745118644
1,13,20,0,0.3344544258911822,0.00012147847644119268
1,13,21,0,0.20454955340487346,4.021041629342717e-05
1,13,22,0,0.14029146332577352,0.005104955952183064
1,13,23,0,0.13012391849284077,0.009443424002672953
1,14,1,0,0.29995045832794454,2.0063987111537663e-09
1,14,2,0,0.3293398050032579,3.6357519606278056e-11
1,14,3,0,0.3567642261795355,5.725970136347569e-13
1,14,4,0,0.3771038152461753,1.861054155711386e-14
1,14,5,0,0.3674628898729904,9.412246066754553e-14
1,14,6,0,0.3640985648962203,1.636269507178474e-13
1,14,7,0,0.37586711193790917,2.2981204875841988e-14
1,14,8,0,0.35460683293806056,7.523100249712251e-13
1,14,9,0,0.3738171751789375,3.253664960100329e-14
1,14,10,0,0.37219077764905256,4.279735073582495e-14
1,14,11,0,0.40502951011703703,1.2434750109443662e-16
1,14,12,0,0.4068310314835229,8.853791061979652e-17
1,14,13,0,0.4198628717360494,7.130775508450242e-18
1,14,14,0,0.4341690290180826,3.94585612240582e-19
1,14,15,0,0.3750352515041204,2.647140746578693e-14
1,14,16,0,0.32357505491015665,7.522728696913837e-10
1,14,17,0,0.31997407630712776,0.00017369529504173374
1,14,20,0,0.34577548001580083,0.00010250915392304139
1,14,21,0,0.1846340348499963,0.00027014517545710686
1,14,22,0,0.13582842505885726,0.007610930180370655
1,14,23,0,0.1320142165444605,0.00950757500437724
1,15,1,0,0.28321236739338607,1.6255291069439184e-08
1,15,2,0,0.31924610553433996,1.5149323114114756e-10
1,15,3,0,0.3393791893486492,8.338782048947342e-12
1,15,4,0,0.35954442711413853,3.4236848305031096e-13
1,15,5,0,0.36409128977090427,1.6382158652510142e-13
1,15,6,0,0.36341943871928073,1.8280734827929998e-13
1,15,7,0,0.3713169896961083,4.955619082607292e-14
1,15,8,0,0.34186178779945037,5.3929959497569965e-12
1,15,9,0,0.36770470096379076,9.043221267768741e-14
1,15,10,0,0.37364643814426457,3.3488936387906983e-14
1,15,11,0,0.4109868081358586,4.0126600010911845e-17
1,15,12,0,0.4242132344201387,3.0005642221763156e-18
1,15,13,0,0.4290264073628363,1.1347111998034536e-18
1,15,14,0,0.45210616495622813,8.581874713512618e-21
1,15,15,0,0.429331212735959,1.0663825618557018e-18
1,15,16,0,0.39858412720459785,1.383934022505494e-14
1,15,17,0,0.4466855914065441,7.069667936175597e-08
1,15,20,0,0.33950357577601514,0.00013921073456686628
1,15,21,0,0.22411346432167947,9.0073884794467e-06
1,15,22,0,0.14044376778519205,0.005772366842562016
1,15,23,0,0.14512479415167853,0.004325200648579982
1,16,1,0,0.276211780733341,3.746871552519631e-08
1,16,2,0,0.29325540082864443,4.709005143815603e-09
1,16,3,0,0.30739213845626423,7.573780699442473e-10
1,16,4,0,0.32701566864428966,4.7889615554912304e-11
1,16,5,0,0.3430136583957159,4.530049890921615e-12
1,16,6,0,0.353309983375216,9.230310286520336e-13
1,16,7,0,0.35979918206007694,3.2861851677805157e-13
1,16,8,0,0.3477119229474304,2.2079073674596115e-12
1,16,9,0,0.3905495686347849,1.7710677956925144e-15
1,16,10,0,0.40439096408687836,1.4018667852173829e-16
1,16,11,0,0.42953613659869305,1.0227368865466413e-18
1,16,12,0,0.4554321595279951,4.11473991134205e-21
1,16,13,0,0.4378761651795272,1.822073776786728e-19
1,16,14,0,0.4705536832169973,1.312371365329538e-22
1,16,15,0,0.4718321923214334,9.729797233217855e-23
1,16,16,0,0.5050957753804247,9.764052982959931e-24
1,16,17,0,0.5976328161145268,3.0964691179340657e-14
1,16,20,0,0.400326726220598,5.373773341641065e-06
1,16,21,0,0.31707456446256305,1.9373067599983753e-10
1,16,22,0,0.22364359214011648,9.41572933817209e-06
1,16,23,0,0.24717955543435483,9.077548217223939e-07
1,17,1,0,0.2786767928132904,2.7997283700531128e-08
1,17,2,0,0.2887197689703501,8.289818240202877e-09
1,17,3,0,0.29697097197833167,2.940921219751547e-09
1,17,4,0,0.3158590819004781,2.2902979330179676e-10
1,17,5,0,0.3356882007014635,1.3564592779233564e-11
1,17,6,0,0.34639532448819155,2.7038003522095606e-12
1,17,7,0,0.3514351420524312,1.238525286241322e-12
1,17,8,0,0.3426657909337499,4.775354725702746e-12
1,17,9,0,0.38834498161215447,2.6239632393625522e-15
1,17,10,0,0.3992827123795994,3.624485374006087e-16
1,17,11,0,0.4173712039103928,1.1641519452582762e-17
1,17,12,0,0.4442874048049301,4.681780451071088e-20
1,17,13,0,0.4242525548517691,2.9770092331424293e-18
1,17,14,0,0.4550246833203513,4.504447193811034e-21
1,17,15,0,0.4600236431137208,1.4718157161508463e-21
1,17,16,0,0.5016506416674024,2.180421443581712e-23
1,17,17,0,0.6026492973029921,1.658355686880803e-14
1,17,20,0,0.3934440008372378,8.030186213701774e-06
1,17,21,0,0.3274626065881067,4.491892527823978e-11
1,17,22,0,0.2368862022897637,2.6017195710584e-06
1,17,23,0,0.26694761741813927,1.0510831289556788e-07
1,18,1,0,0.24937790465942747,4.831522541505511e-07
1,18,2,0,0.2618322448417071,1.2023180348006078e-07
1,18,3,0,0.26977918434763304,4.7633890597534e-08
1,18,4,0,0.2868157771727171,5.649068085341821e-09
1,18,5,0,0.3013114330041152,8.494407528151314e-10
1,18,6,0,0.31256896137756907,1.8107979310269743e-10
1,18,7,0,0.3179390729878541,8.462964273435365e-11
1,18,8,0,0.32217101740269655,4.597365268597687e-11
1,18,9,0,0.3671227194478258,3.8230513873649096e-14
1,18,10,0,0.3746710386211081,1.0365132040334988e-14
1,18,11,0,0.3949890353759731,2.5981095754404644e-16
1,18,12,0,0.42692472592320746,4.624053584752036e-19
1,18,13,0,0.41384890983179196,6.7071469702806635e-18
1,18,14,0,0.44051781657456124,2.5281573752074148e-20
1,18,15,0,0.4417456379971228,1.931828210088043e-20
1,18,16,0,0.4759690116746877,1.5788392651226427e-21
1,18,17,0,0.568724104100682,6.206874316993728e-13
1,18,20,0,0.451721485130229,1.6039639262734044e-09
1,18,21,0,0.32807009542034254,5.1989017724879605e-14
1,18,22,0,0.24697718697774435,2.1977066883731057e-08
1,18,23,0,0.278716027228048,2.2563080845541416e-10
1,19,1,0,0.28745006866320433,5.447297446322014e-09
1,19,2,0,0.28123934130285505,1.1878112931908833e-08
1,19,3,0,0.26260739035618264,1.0999524629778297e-07
1,19,4,0,0.27160123397747954,3.687322779608969e-08
1,19,5,0,0.2863887447807352,5.963772058536039e-09
1,19,6,0,0.2827102913983948,9.47765325065225e-09
1,19,7,0,0.2795101387458419,1.4104473527049293e-08
1,19,8,0,0.292567855483608,2.697602173041968e-09
1,19,9,0,0.33675152944257414,5.215479661278728e-12
1,19,10,0,0.3670816114809357,3.849963807925158e-14
1,19,11,0,0.3802381435518626,3.872089613766212e-15
1,19,12,0,0.41146923634298643,1.0777500041902961e-17
1,19,13,0,0.3846648807688737,1.7459306162730433e-15
1,19,14,0,0.4011033571843596,8.14350798572523e-17
1,19,15,0,0.41715699002303014,3.447122428880538e-18
1,19,16,0,0.4577892332428155,7.650841407286592e-20
1,19,17,0,0.557393180671849,2.1920734542663487e-12
1,19,20,0,0.47277182728364503,2.1203642435656683e-10
1,19,21,0,0.35704684714814794,1.7676486186773417e-16
1,19,22,0,0.2310610201041503,1.745184951855472e-07
1,19,23,0,0.2572138879595938,5.361388845047778e-09
1,20,1,0,0.30385559452391664,6.653399391007986e-10
1,20,2,0,0.2891497553032057,4.5873167813349996e-09
1,20,3,0,0.26602900427277015,7.687056457436945e-08
1,20,4,0,0.26949976800179576,4.923533939196384e-08
1,20,5,0,0.2878252373839372,5.193538506302736e-09
1,20,6,0,0.2749615882606812,2.5620837016709944e-08
1,20,7,0,0.2715393449580093,3.8643390589355826e-08
1,20,8,0,0.28107700481240366,1.2119535771237959e-08
1,20,9,0,0.32713280248014787,2.352810802378623e-11
1,20,10,0,0.3569865746560848,2.2420787603328063e-13
1,20,11,0,0.37116488873149,2.0579258436375825e-14
1,20,12,0,0.4017579435897337,7.852556619132954e-17
1,20,13,0,0.37976596912344784,4.5591736434320494e-15
1,20,14,0,0.4016359658257003,8.038255251098069e-17
1,20,15,0,0.42394214337448904,9.505960081913489e-19
1,20,16,0,0.46375558615516427,2.1960723556208477e-20
1,20,17,0,0.5745219448025286,3.1938068767883584e-13
1,20,20,0,0.47975616489370587,1.200899215393698e-10
1,20,21,0,0.36870116875622794,1.6315208937365992e-17
1,20,22,0,0.23197062711672897,1.6015476674829928e-07
1,20,23,0,0.267531158303222,1.2614168763618557e-09
1,21,1,0,0.2641333482339077,9.575371488161867e-08
1,21,2,0,0.24092290397483399,1.229740738826427e-06
1,21,3,0,0.20475757783174156,4.037539492543061e-05
1,21,4,0,0.20221030054379768,4.942970805546035e-05
1,21,5,0,0.20185385674504575,5.0998670187904144e-05
1,21,6,0,0.18364328582431041,0.0002342756460571017
1,21,7,0,0.17824589325496706,0.0003584192965460398
1,21,8,0,0.19765690511640477,7.337941213728958e-05
1,21,9,0,0.23559812323145615,2.070329343002911e-06
1,21,10,0,0.2625530159870208,1.1068501583648546e-07
1,21,11,0,0.2855321119018659,6.9441704720535266e-09
1,21,12,0,0.3221394845575255,4.8844655595753405e-11
1,21,13,0,0.2768978587229069,2.0254238271933403e-08
1,21,14,0,0.29921550475310904,1.1799459927279635e-09
1,21,15,0,0.3238871582984194,3.788323938835259e-11
1,21,16,0,0.35981664765765387,2.54154820867806e-12
1,21,17,0,0.43809514038813085,1.0726205209506271e-07
1,21,20,0,0.35527400146154037,3.753720570731254e-06
1,21,21,0,0.3940040872211514,5.581663920286936e-20
1,21,22,0,0.24114333745971478,4.927333707484084e-08
1,21,23,0,0.2695856101670378,9.318668257859544e-10
1,22,1,0,0.04778049666180019,0.3423357760985703
1,22,2,0,0.02504489662334318,0.6188219889299896
1,22,3,0,0.0072447611254572025,0.8855813575672958
1,22,4,0,0.008181390115624415,0.8707486777870767
1,22,5,0,0.016787110676028272,0.7384761613573559
1,22,6,0,0.010499674301447659,0.8345928394479546
1,22,7,0,0.012058297466500867,0.810474166850196
1,22,8,0,0.05162351570139104,0.3042642599849147
1,22,9,0,0.08339830010839612,0.09662244510454683
1,22,10,0,0.08315835175929023,0.09758896320350348
1,22,11,0,0.1089446713802429,0.0297746575605509
1,22,12,0,0.15572815230026293,0.0018330573584263037
1,22,13,0,0.11460455618363019,0.022213245588757924
1,22,14,0,0.15294692406063948,0.002215546036123209
1,22,15,0,0.16707058883465042,0.000819532556710136
1,22,16,0,0.19716733664920155,0.00018120150503065784
1,22,17,0,0.24504124841997504,0.004177320977665989
1,22,20,0,0.16766355986608528,0.032957234413093915
1,22,21,0,0.242177147394122,4.1692665279659347e-08
1,22,22,0,0.23218004832115313,1.515802128910827e-07
1,22,23,0,0.28748022098939957,5.717096431919847e-11
1,23,1,0,-0.09257017639814986,0.06538890168659799
1,23,2,0,-0.10407834371979005,0.03818718807370634
1,23,3,0,-0.10863384088872864,0.03045689849675167
1,23,4,0,-0.10600154308997348,0.0345125236180575
1,23,5,0,-0.08579390153886848,0.08738567302538908
1,23,6,0,-0.0851756790811306,0.08969856035804881
1,23,7,0,-0.08235855290199047,0.10086626469055124
1,23,8,0,-0.04898852405402645,0.3296448543367519
1,23,9,0,-0.01646536071149506,0.7433109518972392
1,23,10,0,-0.028429717983160626,0.571732695114222
1,23,11,0,0.008485467989494509,0.8659892370336061
1,23,12,0,0.06176844443489942,0.2188562433335621
1,23,13,0,0.024189070207312317,0.6304290585251751
1,23,14,0,0.07062115080097212,0.15966104214313206
1,23,15,0,0.07547192805880476,0.13282126548816078
1,23,16,0,0.09833459399540649,0.06383331545014288
1,23,17,0,0.11148847173513611,0.1979720742131565
1,23,20,0,0.16055871896896962,0.0412493089881564
1,23,21,0,0.1014263447913855,0.0233208327768799
1,23,22,0,0.07363020404893258,0.1000660612027386
1,23,23,0,0.21000600282060564,2.1685194952169905e-06
2,3,1,0,0.4832546794264857,1.4494101944201862e-24
2,3,2,0,0.5010977199853569,1.453448215214935e-26
2,3,3,0,0.5181435570868302,1.380187725283115e-28
2,3,4,0,0.5116828433295265,7.136100006745405e-28
2,3,5,0,0.44976405176372375,3.6375702808404486e-21
2,3,6,0,0.4220191163440788,1.412078842364786e-18
2,3,7,0,0.40703739164096586,2.8290738954310416e-17
2,3,8,0,0.35899496904955897,1.610025526714649e-13
2,3,9,0,0.3294722407363853,1.6632294088765302e-11
2,3,10,0,0.3160660976746415,1.166465200559655e-10
2,3,11,0,0.2855802088731238,6.9021747569239896e-09
2,3,12,0,0.23666734832240696,1.855034414405249e-06
2,3,13,0,0.21365925646799444,1.759695809990549e-05
2,3,14,0,0.18897275481275222,0.00015213190329702516
2,3,15,0,0.15467886417975046,0.0019957851428594924
2,3,16,0,0.10651418711125403,0.044908376403107866
2,3,17,0,0.17446726150994243,0.04298809653442297
2,3,20,0,0.25424186418506545,0.003921798294208307
2,3,21,0,0.09574940284374102,0.05662954550646748
2,3,22,0,0.05469816371640557,0.2769348303365049
2,3,23,0,0.11145161108105217,0.026379571674248134
2,3,2,1,0.4987681427994346,2.691974368392615e-26
2,3,3,1,0.5134301934369234,5.1358299821656e-28
2,3,4,1,0.5075992187768088,2.1835575859737048e-27
2,3,5,1,0.44807349454351614,5.314440551035993e-21
2,3,6,1,0.4209333077752788,1.7636540216072093e-18
2,3,7,1,0.40554149659748884,3.785039765452023e-17
2,3,8,1,0.3556057958118988,2.8115048031070157e-13
2,3,9,1,0.323220036939398,4.1750462829124273e-11
2,3,10,1,0.30804925442294573,3.5725655460127984e-10
2,3,11,1,0.2752837350747652,2.4641387582066132e-08
2,3,12,1,0.22617356985147166,5.329568320975893e-06
2,3,13,1,0.20551399940948595,3.690452910934579e-05
2,3,14,1,0.18024774848966252,0.0003065576742754841
2,3,15,1,0.14732727646374497,0.0032579405126969075
2,3,16,1,0.09696126174427448,0.0680389658205302
