window,true,pred
7,-0.0024097574431785063,-0.009972053677940747
7,-0.0010082816703516073,0.004751408988460583
7,-0.0173040279822807,0.002439329981031628
7,0.0005632803929156438,0.0023333225978917904
7,0.0026253439067129847,0.005867199804213463
7,-0.0007512345532614262,8.329105725895375e-05
7,0.003122322799470112,-0.009904524568924392
7,0.0024405425965099425,-0.012623176865762087
7,0.003393281310918539,0.005466552708933821
7,-0.010617375863306577,0.0031467108442499656
7,0.0025828793273312556,0.014800837357872569
7,-0.003503690493630529,0.010805607758597596
7,0.0049310231243815394,-0.0014600577411842466
7,0.006178690663109165,-0.00971429672408574
7,0.011958201991578932,-0.00031176994401688196
7,0.0012597159289011728,0.01139073014109563
7,-0.014064277845360351,-0.003215933615294507
7,0.011380577481864051,-0.006749509650733329
7,0.0014438992362357794,-0.002172011402316737
7,-0.0017979912950600863,0.0017955273312251635
7,-0.0031014301648220055,0.0028131214142933514
7,-0.00605923391133345,-0.009291892566182819
7,0.0021032102190954305,-0.009926680605905111
7,0.0018733501694168098,-0.00817681591017505
7,0.0006614431139002619,0.011296146917203993
7,-0.015940791172949886,0.010882076591675949
7,0.002812779340509053,0.006140998596946383
7,0.008965128993752458,0.007943815207164348
7,0.0040918301955468195,0.002680180434917044
7,0.0025395060184401075,0.000837199509716488
7,0.010997045770412939,-0.000999951434508435
8,-0.0024097574431785063,-0.0023985820258325616
8,-0.0010082816703516073,-0.006531049019906525
8,-0.0173040279822807,0.00242631383829571
8,0.0005632803929156438,0.0025901701991870307
8,0.0026253439067129847,0.00542214625203364
8,-0.0007512345532614262,-0.0019204737658701926
8,0.003122322799470112,0.0018838725061292028
8,0.0024405425965099425,-0.002815124570396843
8,0.003393281310918539,-0.006211053023716495
8,-0.010617375863306577,0.0033802365443028476
8,0.0025828793273312556,0.007282594705505713
8,-0.003503690493630529,0.011073086481927466
8,0.0049310231243815394,-0.0030978278056364716
8,0.006178690663109165,0.0063827445979694405
8,0.011958201991578932,0.003744712738991303
8,0.0012597159289011728,-0.006458030686047396
8,-0.014064277845360351,0.0010287977199954293
8,0.011380577481864051,-0.004742932880575881
8,0.0014438992362357794,-0.001181448099260199
8,-0.0017979912950600863,0.0002580515977562495
8,-0.0031014301648220055,0.0011653158822321139
8,-0.00605923391133345,-0.004046330248135596
8,0.0021032102190954305,-0.009934545182621157
8,0.0018733501694168098,0.0008052478670974653
8,0.0006614431139002619,-0.005295799766782294
8,-0.015940791172949886,0.0020419427518631114
8,0.002812779340509053,0.008511515749691896
8,0.008965128993752458,0.0076379655743749955
8,0.0040918301955468195,0.00036259678400508977
8,0.0025395060184401075,0.0006300601464644742
8,0.010997045770412939,0.0015207554799632622
9,-0.0024097574431785063,-0.009954921802660124
9,-0.0010082816703516073,0.004773553492475963
9,-0.0173040279822807,0.00389720499969564
9,0.0005632803929156438,0.004670438352277255
9,0.0026253439067129847,0.003216674153525119
9,-0.0007512345532614262,-0.0020692618204487603
9,0.003122322799470112,-0.0010706098775039863
9,0.0024405425965099425,-0.012938767628999287
9,0.003393281310918539,0.0062015140049485815
9,-0.010617375863306577,0.0031084070056341465
9,0.0025828793273312556,0.016530228414586498
9,-0.003503690493630529,0.0021460867887312246
9,0.0049310231243815394,-0.0021897611162205316
9,0.006178690663109165,0.005011028733486918
9,0.011958201991578932,-0.010778215730312728
9,0.0012597159289011728,0.009020045601043733
9,-0.014064277845360351,-0.007586679086331462
9,0.011380577481864051,-0.003963064307101527
9,0.0014438992362357794,-0.0005138002786413964
9,-0.0017979912950600863,0.0020040186335896007
9,-0.0031014301648220055,0.0032873981087645915
9,-0.00605923391133345,-0.015359454243845598
9,0.0021032102190954305,-0.0010292030840903313
9,0.0018733501694168098,-0.00826993029982917
9,0.0006614431139002619,0.007013932082880904
9,-0.015940791172949886,0.00744939738492216
9,0.002812779340509053,0.012843461345307366
9,0.008965128993752458,0.001955549548156729
9,0.0040918301955468195,0.00035853404580946796
9,0.0025395060184401075,0.0006470660010713392
9,0.010997045770412939,-0.0012521124968836034
10,-0.0024097574431785063,-0.010234351911679838
10,-0.0010082816703516073,-0.006440516551939474
10,-0.0173040279822807,0.002553040797890753
10,0.0005632803929156438,0.002359269144589081
10,0.0026253439067129847,0.003362942512736361
10,-0.0007512345532614262,-0.0007042828585981653
10,0.003122322799470112,0.0011043059940710268
10,0.0024405425965099425,-0.01264727205426349
10,0.003393281310918539,-0.006017644191480279
10,-0.010617375863306577,0.0030701695475221086
10,0.0025828793273312556,0.007083439856687551
10,-0.003503690493630529,0.007913690196344192
10,0.0049310231243815394,0.0051955925318488486
10,0.006178690663109165,0.005858252343139164
10,0.011958201991578932,-0.01068481175699431
10,0.0012597159289011728,0.004272647814153714
10,-0.014064277845360351,0.005836263666855003
10,0.011380577481864051,-0.0029590316892195018
10,0.0014438992362357794,-0.0036653391679316513
10,-0.0017979912950600863,-0.0029253752099376654
10,-0.0031014301648220055,0.003358334706015771
10,-0.00605923391133345,-0.004207686782645256
10,0.0021032102190954305,-0.002645160055626976
10,0.0018733501694168098,-0.007948600045472896
10,0.0006614431139002619,-0.004503515930839724
10,-0.015940791172949886,0.008280192029931882
10,0.002812779340509053,0.00832182022692493
10,0.008965128993752458,0.005368280396227915
10,0.0040918301955468195,0.00670687905661474
10,0.0025395060184401075,0.001671794672136101
10,0.010997045770412939,-0.0037852204536106757
11,-0.0024097574431785063,-0.007428857999872987
11,-0.0010082816703516073,0.007963865289294221
11,-0.0173040279822807,4.749570877777415e-05
11,0.0005632803929156438,0.003382859166088846
11,0.0026253439067129847,0.003413092025759991
11,-0.0007512345532614262,-0.0026282900399004078
11,0.003122322799470112,0.004544383460866691
11,0.0024405425965099425,-0.0014765018412318254
11,0.003393281310918539,0.0033444696488772185
11,-0.010617375863306577,-0.008309596177390674
11,0.0025828793273312556,0.015289816303397048
11,-0.003503690493630529,0.005696019180540503
11,0.0049310231243815394,-0.002425671334717862
11,0.006178690663109165,-0.003768806555930239
11,0.011958201991578932,-0.010532127021000884
11,0.0012597159289011728,0.008734228463765453
11,-0.014064277845360351,-0.0004465466422144959
11,0.011380577481864051,-0.00199502916799877
11,0.0014438992362357794,-0.009322061033519007
11,-0.0017979912950600863,0.005200075392996148
11,-0.0031014301648220055,0.0032408143005840384
11,-0.00605923391133345,-0.004235550135738016
11,0.0021032102190954305,0.0012888934522661474
11,0.0018733501694168098,0.00020029381442800837
11,0.0006614431139002619,0.005578998056552285
11,-0.015940791172949886,0.0034793251125615904
11,0.002812779340509053,0.004612130475503844
11,0.008965128993752458,0.0018622988917851788
11,0.0040918301955468195,0.001159377920339183
11,0.0025395060184401075,-0.0018961288406216387
11,0.010997045770412939,-0.0008976265416315438
12,-0.0024097574431785063,-0.004124528145754355
12,-0.0010082816703516073,0.002598845609395224
12,-0.0173040279822807,0.004695149863930395
12,0.0005632803929156438,-0.00036964115101895817
