window,order,true,pred
7,1,-0.0024097574431785063,-0.010193834528772707
7,2,-0.0024097574431785063,-0.05216740149782141
7,3,-0.0024097574431785063,-0.27058947978672654
7,4,-0.0024097574431785063,-1.2547009351334983
7,5,-0.0024097574431785063,-3.698403853499278
7,6,-0.0024097574431785063,-3.6975033643568525
7,7,-0.0024097574431785063,-3.697503179793369
7,8,-0.0024097574431785063,-3.6975031797395963
7,9,-0.0024097574431785063,-3.6975031797395874
7,10,-0.0024097574431785063,-3.6975031797395874
7,11,-0.0024097574431785063,-3.6975031797392792
7,12,-0.0024097574431785063,-3.6975031797392792
7,13,-0.0024097574431785063,-3.6975031797392792
7,1,-0.0010082816703516073,0.01011463284382971
7,2,-0.0010082816703516073,-0.01227398399306371
7,3,-0.0010082816703516073,0.06410934457081324
7,4,-0.0010082816703516073,-0.11202777887586834
7,5,-0.0010082816703516073,0.09843230360931154
7,6,-0.0010082816703516073,0.09846628910833966
7,7,-0.0010082816703516073,0.09846630252006872
7,8,-0.0010082816703516073,0.09846630252301258
7,9,-0.0010082816703516073,0.09846630252301392
7,10,-0.0010082816703516073,0.09846630252301392
7,11,-0.0010082816703516073,0.09846630252296684
7,12,-0.0010082816703516073,0.09846630252296684
7,13,-0.0010082816703516073,0.09846630252296684
7,1,-0.0173040279822807,-0.0038974232211386
7,2,-0.0173040279822807,-0.005053297804030542
7,3,-0.0173040279822807,-0.014521882546755288
7,4,-0.0173040279822807,-0.06842331719786136
7,5,-0.0173040279822807,-0.09343536916071948
7,6,-0.0173040279822807,-0.09343227974178844
7,7,-0.0173040279822807,-0.09343227892998593
7,8,-0.0173040279822807,-0.09343227892986189
7,9,-0.0173040279822807,-0.09343227892986185
7,10,-0.0173040279822807,-0.09343227892986185
7,11,-0.0173040279822807,-0.09343227892986361
7,12,-0.0173040279822807,-0.09343227892986361
7,13,-0.0173040279822807,-0.09343227892986361
7,1,0.0005632803929156438,-0.00037505538892247735
7,2,0.0005632803929156438,-0.00291338905162513
7,3,0.0005632803929156438,-0.004272821145413283
7,4,0.0005632803929156438,-0.004326578357917974
7,5,0.0005632803929156438,-0.0019564728801346205
7,6,0.0005632803929156438,-0.0019565742084455646
7,7,0.0005632803929156438,-0.0019565742271612447
7,8,0.0005632803929156438,-0.001956574227163564
7,9,0.0005632803929156438,-0.001956574227163615
7,10,0.0005632803929156438,-0.001956574227163615
7,11,0.0005632803929156438,-0.001956574227163479
7,12,0.0005632803929156438,-0.001956574227163479
7,13,0.0005632803929156438,-0.001956574227163479
7,1,0.0026253439067129847,-0.0015090906015880218
7,2,0.0026253439067129847,-0.005579997229870558
7,3,0.0026253439067129847,-0.00976517629258052
7,4,0.0026253439067129847,-0.009794394936539198
7,5,0.0026253439067129847,-0.010466797199968462
7,6,0.0026253439067129847,-0.010466744882595375
7,7,0.0026253439067129847,-0.010466744873054237
7,8,0.0026253439067129847,-0.010466744873053
7,9,0.0026253439067129847,-0.010466744873052939
7,10,0.0026253439067129847,-0.010466744873052939
7,11,0.0026253439067129847,-0.010466744873053182
7,12,0.0026253439067129847,-0.010466744873053182
7,13,0.0026253439067129847,-0.010466744873053182
7,1,-0.0007512345532614262,0.0005383961716907379
7,2,-0.0007512345532614262,-0.0032464062495721462
7,3,-0.0007512345532614262,-0.0024929047035077423
7,4,-0.0007512345532614262,-0.0040262022453717294
7,5,-0.0007512345532614262,-0.000841085177801582
7,6,-0.0007512345532614262,-0.0010680195153585162
7,7,-0.0007512345532614262,-0.0010680100404651398
7,8,-0.0007512345532614262,-0.0010680100385944363
7,9,-0.0007512345532614262,-0.0010680100385941972
7,10,-0.0007512345532614262,-0.0010680100385941974
7,11,-0.0007512345532614262,-0.0010680100385941174
7,12,-0.0007512345532614262,-0.0010680100385941174
7,13,-0.0007512345532614262,-0.0010680100385941174
7,1,0.003122322799470112,0.0008473795535561613
7,2,0.003122322799470112,0.0018211956597465597
7,3,0.003122322799470112,0.0019791526797555458
7,4,0.003122322799470112,0.0038891542390623365
7,5,0.003122322799470112,0.000464388444217409
7,6,0.003122322799470112,0.00046440047954558403
7,7,0.003122322799470112,0.0004644004745306598
7,8,0.003122322799470112,0.0004644004745305271
7,9,0.003122322799470112,0.0004644004745305236
7,10,0.003122322799470112,0.0004644004745305236
7,11,0.003122322799470112,0.00046440047453043514
7,12,0.003122322799470112,0.00046440047453043514
7,13,0.003122322799470112,0.00046440047453043514
7,1,0.0024405425965099425,0.0036700169098389116
7,2,0.0024405425965099425,0.0029034443045304415
7,3,0.0024405425965099425,0.004688531614545241
7,4,0.0024405425965099425,0.009706798549017027
7,5,0.0024405425965099425,0.009631003545794905
7,6,0.0024405425965099425,-0.01899171955169457
7,7,0.0024405425965099425,-0.018992493138526023
7,8,0.0024405425965099425,-0.018992493293308068
7,9,0.0024405425965099425,-0.018992493293322348
7,10,0.0024405425965099425,-0.018992493293322293
7,11,0.0024405425965099425,-0.018992493293323053
7,12,0.0024405425965099425,-0.018992493293323053
7,13,0.0024405425965099425,-0.018992493293323053
7,1,0.003393281310918539,0.0046081177761003525
7,2,0.003393281310918539,0.015794679951876667
7,3,0.003393281310918539,0.02250992899253669
7,4,0.003393281310918539,0.019832647994735143
7,5,0.003393281310918539,0.07158466763889766
7,6,0.003393281310918539,0.0715848089933032
7,7,0.003393281310918539,0.07158480914400306
7,8,0.003393281310918539,0.07158480914400439
7,9,0.003393281310918539,0.07158480914400439
7,10,0.003393281310918539,0.07158480914400439
7,11,0.003393281310918539,0.07158480914400929
7,12,0.003393281310918539,0.07158480914400929
7,13,0.003393281310918539,0.07158480914400929
7,1,-0.010617375863306577,0.002096210697879766
7,2,-0.010617375863306577,0.0040107502473958395
7,3,-0.010617375863306577,0.0009842397060581915
7,4,-0.010617375863306577,0.005435806531874416
7,5,-0.010617375863306577,0.005862912375372926
7,6,-0.010617375863306577,0.01164520961397884
7,7,-0.010617375863306577,0.011645433932794776
7,8,-0.010617375863306577,0.011645434004440585
7,9,-0.010617375863306577,0.011645434004464699
7,10,-0.010617375863306577,0.011645434004463997
7,11,-0.010617375863306577,0.011645434004465976
7,12,-0.010617375863306577,0.011645434004465976
7,13,-0.010617375863306577,0.011645434004465976
7,1,0.0025828793273312556,-0.0034028090264933562
7,2,0.0025828793273312556,-0.0025857912892525993
7,3,0.0025828793273312556,0.005348232229312404
7,4,0.0025828793273312556,0.011008098679044155
7,5,0.0025828793273312556,-0.03173767110093675
7,6,0.0025828793273312556,-0.11344465650689155
7,7,0.0025828793273312556,-0.11344301837538084
7,8,0.0025828793273312556,-0.11344301916514343
7,9,0.0025828793273312556,-0.11344301916527119
7,10,0.0025828793273312556,-0.11344301916527107
7,11,0.0025828793273312556,-0.11344301916528228
7,12,0.0025828793273312556,-0.11344301916528228
7,13,0.0025828793273312556,-0.11344301916528228
7,1,-0.003503690493630529,0.006149682502904197
7,2,-0.003503690493630529,0.007133209466386863
7,3,-0.003503690493630529,0.005093237259073205
7,4,-0.003503690493630529,0.004933190396602635
7,5,-0.003503690493630529,-7.228184503446297e-05
7,6,-0.003503690493630529,-0.0003657572122887469
7,7,-0.003503690493630529,-0.0003657448690616589
7,8,-0.003503690493630529,-0.00036574486754775704
7,9,-0.003503690493630529,-0.0003657448675463623
7,10,-0.003503690493630529,-0.0003657448675463155
7,11,-0.003503690493630529,-0.0003657448675464551
7,12,-0.003503690493630529,-0.0003657448675464551
7,13,-0.003503690493630529,-0.0003657448675464551
7,1,0.0049310231243815394,-0.0009374246049517238
7,2,0.0049310231243815394,-1.86998895232167e-05
7,3,0.0049310231243815394,0.0005433482638922725
7,4,0.0049310231243815394,0.0005877781234711419
7,5,0.0049310231243815394,0.004799550611040848
7,6,0.0049310231243815394,0.0034345299805759733
7,7,0.0049310231243815394,0.003434534182853072
7,8,0.0049310231243815394,0.0034345341846945825
7,9,0.0049310231243815394,0.003434534184695138
7,10,0.0049310231243815394,0.0034345341846951424
7,11,0.0049310231243815394,0.0034345341846951094
7,12,0.0049310231243815394,0.0034345341846951094
7,13,0.0049310231243815394,0.0034345341846951094
7,1,0.006178690663109165,0.0021822852431628396
7,2,0.006178690663109165,0.002048175130992204
7,3,0.006178690663109165,0.0005821124288076122
7,4,0.006178690663109165,-0.0034558276752030773
7,5,0.006178690663109165,-0.00496541471142315
7,6,0.006178690663109165,-0.00832150018166231
7,7,0.006178690663109165,-0.008321381062054213
7,8,0.006178690663109165,-0.008321381031660222
7,9,0.006178690663109165,-0.008321381031647434
7,10,0.006178690663109165,-0.00832138103164742
7,11,0.006178690663109165,-0.008321381031646093
7,12,0.006178690663109165,-0.008321381031646093
7,13,0.006178690663109165,-0.008321381031646093
7,1,0.011958201991578932,0.006759244641982873
7,2,0.011958201991578932,0.006702696550480672
7,3,0.011958201991578932,0.004810064130013075
7,4,0.011958201991578932,0.003070782114688792
7,5,0.011958201991578932,0.008458671496630725
7,6,0.011958201991578932,0.08746010447474359
7,7,0.011958201991578932,0.0874398501985125
7,8,0.011958201991578932,0.08743984277281289
7,9,0.011958201991578932,0.08743984276945682
7,10,0.011958201991578932,0.08743984276945668
7,11,0.011958201991578932,0.08743984276943317
7,12,0.011958201991578932,0.08743984276943317
7,13,0.011958201991578932,0.08743984276943317
7,1,0.0012597159289011728,0.006586143727528976
7,2,0.0012597159289011728,0.006593289639709822
7,3,0.0012597159289011728,0.0036373508429715954
7,4,0.0012597159289011728,-0.01479350376897915
7,5,0.0012597159289011728,-0.13421970885883094
7,6,0.0012597159289011728,-0.13419310493060294
7,7,0.0012597159289011728,-0.13419309175189556
7,8,0.0012597159289011728,-0.13419309174640603
7,9,0.0012597159289011728,-0.1341930917464031
7,10,0.0012597159289011728,-0.13419309174640315
7,11,0.0012597159289011728,-0.13419309174637167
7,12,0.0012597159289011728,-0.13419309174637167
7,13,0.0012597159289011728,-0.13419309174637167
7,1,-0.014064277845360351,-0.008023051767018582
7,2,-0.014064277845360351,0.0016097881522528085
7,3,-0.014064277845360351,-0.0396858307010918
7,4,-0.014064277845360351,1.0871047141917054
7,5,-0.014064277845360351,2.577990017829184
7,6,-0.014064277845360351,2.5782474643097757
7,7,-0.014064277845360351,2.5782476247468664
7,8,-0.014064277845360351,2.5782476248007273
7,9,-0.014064277845360351,2.5782476248007424
7,10,-0.014064277845360351,2.5782476248007424
7,11,-0.014064277845360351,2.5782476248007784
7,12,-0.014064277845360351,2.5782476248007784
7,13,-0.014064277845360351,2.5782476248007784
7,1,0.011380577481864051,-1.6573853077690823e-05
7,2,0.011380577481864051,0.0004488668168875876
7,3,0.011380577481864051,-0.017922334565154678
7,4,0.011380577481864051,-0.6563600163222616
7,5,0.011380577481864051,1.0883662638268032
7,6,0.011380577481864051,1.0881670791598264
7,7,0.011380577481864051,1.0881671047746173
7,8,0.011380577481864051,1.088167104779071
7,9,0.011380577481864051,1.0881671047790853
7,10,0.011380577481864051,1.0881671047790853
7,11,0.011380577481864051,1.0881671047808616
7,12,0.011380577481864051,1.0881671047808616
7,13,0.011380577481864051,1.0881671047808616
7,1,0.0014438992362357794,-0.003652191384361132
7,2,0.0014438992362357794,-0.002510584469949065
7,3,0.0014438992362357794,-0.00207817806062638
7,4,0.0014438992362357794,5.680251101591871e-06
7,5,0.0014438992362357794,0.0005547402679600688
7,6,0.0014438992362357794,0.0005547287066113848
7,7,0.0014438992362357794,0.0005547286994723177
7,8,0.0014438992362357794,0.0005547286994728451
7,9,0.0014438992362357794,0.0005547286994728728
7,10,0.0014438992362357794,0.0005547286994728728
7,11,0.0014438992362357794,0.0005547286994726508
7,12,0.0014438992362357794,0.0005547286994726508
7,13,0.0014438992362357794,0.0005547286994726508
7,1,-0.0017979912950600863,-0.00282858002297211
7,2,-0.0017979912950600863,-0.0025413851223134924
7,3,-0.0017979912950600863,-0.005137579580676273
7,4,-0.0017979912950600863,-0.005960122918518385
7,5,-0.0017979912950600863,-0.03512833947837857
7,6,-0.0017979912950600863,-0.03512710410630682
7,7,-0.0017979912950600863,-0.03512710333817637
7,8,-0.0017979912950600863,-0.035127103338086885
7,9,-0.0017979912950600863,-0.03512710333808511
7,10,-0.0017979912950600863,-0.03512710333808511
7,11,-0.0017979912950600863,-0.035127103338097765
